gvkey,iid,datadate,tic,exchg,,,
163975,1,2024-02-29,HOKUQ,19,,,
163983,1,2024-02-29,THS,11,,,
164010,1,2024-02-29,FMY,11,,,
164010,1,2024-03-31,FMY,11,,,
164011,1,2024-02-29,BOE,11,,,
164011,1,2024-03-31,BOE,11,,,
164012,1,2024-02-29,PGP,11,,,
164012,1,2024-03-31,PGP,11,,,
164046,1,2024-02-29,GTE,12,,,
164046,01C,2024-02-29,GTE.,7,,,
164052,1,2024-02-29,CMHF,19,,,
164053,1,2024-02-29,OLB,14,,,
164065,1,2024-02-29,LRAXF,19,,,
164065,01C,2024-02-29,LRA.,9,,,
164073,1,2024-02-29,QGLDF,19,,,
164073,01C,2024-02-29,QGR.,9,,,
164086,1,2024-02-29,CMPR,14,,,
164094,1,2024-02-29,CGJTF,19,,,
164094,01C,2024-02-29,CJT.,7,,,
164116,1,2024-02-29,OFLX,14,,,
164119,1,2024-02-29,QREE,19,,,
164121,1,2024-02-29,ARXRF,19,,,
164121,01C,2024-02-29,ILI.,9,,,
164125,1,2024-02-29,DVSPF,19,,,
164125,1,2024-03-31,DVSPF,19,,,
164125,01C,2024-02-29,DFN.,7,,,
164125,01C,2024-03-31,DFN.,7,,,
164140,1,2024-02-29,NIKA,19,,,
164146,1,2024-02-29,KAVL,14,,,
164155,1,2024-02-29,GAIN,14,,,
164156,1,2024-02-29,PSI,17,,,
164158,1,2024-02-29,IGPT,17,,,
164159,1,2024-02-29,PBJ,17,,,
164161,1,2024-02-29,PEJ,17,,,
164162,1,2024-02-29,GGME,17,,,
164163,1,2024-02-29,KNCT,17,,,
164164,1,2024-02-29,PJP,17,,,
164165,1,2024-02-29,PBE,17,,,
164169,1,2024-02-29,AIMFF,19,,,
164169,01C,2024-02-29,AIM.,7,,,
164182,1,2024-02-29,COLFF,19,,,
164182,01C,2024-02-29,GCL.,7,,,
164190,3,2024-02-29,ACDVF,19,,,
164190,03C,2024-02-29,AC.,7,,,
164197,1,2024-02-29,ETV,11,,,
164197,1,2024-03-31,ETV,11,,,
164211,90,2024-02-29,SIMO,14,,,
164211,90,2024-03-31,SIMO,14,,,
164217,1,2024-02-29,EXBX,19,,,
164218,1,2024-02-29,CTARF,19,,,
164218,01C,2024-02-29,CTA.,9,,,
164262,01C,2024-02-29,SA.H,9,,,
164276,1,2024-02-29,LEAT,19,,,
164286,1,2024-02-29,SCGX,19,,,
164293,1,2024-02-29,SSKN,14,,,
164296,1,2024-02-29,WBD,14,,,
164300,1,2024-02-29,PZRIF,19,,,
164300,01C,2024-02-29,PZA.,7,,,
164312,1,2024-02-29,CRFQF,19,,,
164312,01C,2024-02-29,ZDC.,9,,,
164326,1,2024-02-29,LOGL,19,,,
164334,1,2024-02-29,IAALF,19,,,
164334,01C,2024-02-29,IB.,9,,,
164363,3,2024-02-29,TROX,11,,,
164363,3,2024-03-31,TROX,11,,,
164365,1,2024-02-29,WSBF,14,,,
164366,1,2024-02-29,CNDCF,19,,,
164366,1,2024-03-31,CNDCF,19,,,
164366,01C,2024-02-29,BK.,7,,,
164366,01C,2024-03-31,BK.,7,,,
164391,1,2024-02-29,HGHAF,19,,,
164391,01C,2024-02-29,HWO.,7,,,
164394,1,2024-02-29,CEOS,19,,,
164395,1,2024-02-29,OPBK,14,,,
164400,1,2024-02-29,YBCN,19,,,
164401,1,2024-02-29,CLRI,19,,,
164416,1,2024-02-29,IRBT,14,,,
164440,1,2024-02-29,PTOS,19,,,
164471,2,2024-02-29,QSR,11,,,
164471,02C,2024-02-29,QSR.,7,,,
164494,1,2024-02-29,SPR,11,,,
164506,2,2024-02-29,ACCO,11,,,
164506,2,2024-03-31,ACCO,11,,,
164532,90,2024-02-29,BIDU,14,,,
164538,1,2024-02-29,SCGY,19,,,
164540,1,2024-02-29,ENDGF,19,,,
164540,01C,2024-02-29,EDG.,9,,,
164557,1,2024-02-29,RBC,11,,,
164563,1,2024-02-29,NWPIF,19,,,
164563,01C,2024-02-29,FLNT.,7,,,
164572,1,2024-02-29,AMSF,14,,,
164572,1,2024-03-31,AMSF,14,,,
164619,1,2024-02-29,EPAZ,19,,,
164626,02C,2024-02-29,FIE.,7,,,
164630,1,2024-02-29,BCUFF,19,,,
164630,01C,2024-02-29,BCU.,9,,,
164633,1,2024-02-29,HOMB,11,,,
164633,1,2024-03-31,HOMB,11,,,
164640,1,2024-02-29,VNQ,17,,,
164647,1,2024-02-29,PEBC,19,,,
164647,1,2024-03-31,PEBC,19,,,
164652,1,2024-02-29,BKD,11,,,
164654,1,2024-02-29,BTGN,19,,,
164660,1,2024-02-29,CCO,11,,,
164684,1,2024-02-29,BDJ,11,,,
164684,1,2024-03-31,BDJ,11,,,
164696,01C,2024-02-29,MDX.,9,,,
164699,1,2024-02-29,ASRE,19,,,
164702,1,2024-02-29,HOLI,14,,,
164705,1,2024-02-29,PGNN,19,,,
164708,1,2024-02-29,AMP,11,,,
164720,1,2024-02-29,CYDY,19,,,
164723,01C,2024-02-29,MSC.,9,,,
164724,1,2024-02-29,MNSB,14,,,
164755,1,2024-02-29,CROX,14,,,
164934,1,2024-02-29,LFGP,19,,,
164934,1,2024-03-31,LFGP,19,,,
165051,1,2024-02-29,SPWR,14,,,
165052,1,2024-02-29,UAA,11,,,
165052,3,2024-02-29,UA,11,,,
165075,1,2024-02-29,GASS,14,,,
165099,1,2024-02-29,HYEG,19,,,
165114,1,2024-02-29,CYAP,19,,,
165123,1,2024-02-29,LDOS,11,,,
165123,1,2024-03-31,LDOS,11,,,
165136,1,2024-02-29,PID,14,,,
165138,1,2024-02-29,PFM,14,,,
165141,1,2024-02-29,HANNF,19,,,
165141,01C,2024-02-29,HAN.,9,,,
165148,1,2024-02-29,DLYT,19,,,
165152,1,2024-02-29,CAPV,19,,,
165154,1,2024-02-29,NXMR,19,,,
165209,3,2024-02-29,CORRQ,19,,,
165210,1,2024-02-29,SCCFF,19,,,
165210,01C,2024-02-29,SR.,9,,,
165215,1,2024-02-29,TCRT,14,,,
165225,1,2024-02-29,ETW,11,,,
165225,1,2024-03-31,ETW,11,,,
165233,1,2024-02-29,VPU,17,,,
165234,1,2024-02-29,VDE,17,,,
165235,1,2024-02-29,VIS,17,,,
165236,1,2024-02-29,VOX,17,,,
165237,1,2024-02-29,VGK,17,,,
165238,1,2024-02-29,VDC,17,,,
165239,1,2024-02-29,VFH,17,,,
165240,1,2024-02-29,VHT,17,,,
165241,1,2024-02-29,VGT,17,,,
165242,1,2024-02-29,VAW,17,,,
165255,1,2024-02-29,FDM,17,,,
165262,1,2024-02-29,DHT,11,,,
165264,1,2024-02-29,FNF,11,,,
165264,1,2024-03-31,FNF,11,,,
165266,1,2024-02-29,PMN,14,,,
165269,1,2024-02-29,SOEN,19,,,
165284,1,2024-02-29,FBIZ,14,,,
165286,1,2024-02-29,APCX,14,,,
165291,1,2024-02-29,UMFGD,19,,,
165308,1,2024-02-29,FFMGF,19,,,
165308,01C,2024-02-29,FF.,7,,,
165339,1,2024-02-29,ZRFY,19,,,
165344,1,2024-02-29,SPGUF,19,,,
165344,01C,2024-02-29,ENI.UN,7,,,
165407,1,2024-02-29,DKLRF,19,,,
165407,01C,2024-02-29,DKL.,9,,,
165408,1,2024-02-29,MDWK,19,,,
165425,1,2024-02-29,SEKZF,19,,,
165427,1,2024-02-29,PUI,14,,,
165429,1,2024-02-29,PXJ,17,,,
165432,1,2024-02-29,PXE,17,,,
165433,1,2024-02-29,PKB,17,,,
165434,1,2024-02-29,PPA,17,,,
165436,1,2024-02-29,CGO,14,,,
165436,1,2024-03-31,CGO,14,,,
165437,1,2024-02-29,EGF,11,,,
165437,1,2024-03-31,EGF,11,,,
165439,1,2024-02-29,IGA,11,,,
165439,1,2024-03-31,IGA,11,,,
165465,1,2024-02-29,MGYR,14,,,
165468,1,2024-02-29,HGYN,19,,,
165469,1,2024-02-29,EGTK,19,,,
165473,1,2024-02-29,TDRK,19,,,
165489,1,2024-02-29,CTXXF,19,,,
165489,01C,2024-02-29,CVX.,9,,,
165490,1,2024-02-29,PANXF,19,,,
165510,1,2024-02-29,SEED,14,,,
165513,1,2024-02-29,EQFN,19,,,
165514,1,2024-02-29,VPTDF,19,,,
165514,01C,2024-02-29,VPT.,9,,,
165535,1,2024-02-29,ISVLF,19,,,
165535,01C,2024-02-29,IPT.,9,,,
165551,1,2024-02-29,VNWTF,19,,,
165551,01C,2024-02-29,VCM.,7,,,
165554,1,2024-02-29,YGRAF,19,,,
165554,01C,2024-02-29,YGR.,7,,,
165557,1,2024-02-29,BGI,12,,,
165561,01C,2024-02-29,VEC.H,9,,,
165563,1,2024-02-29,BPTH,14,,,
165565,1,2024-02-29,SDY,17,,,
165566,1,2024-02-29,KCE,17,,,
165567,1,2024-02-29,KIE,17,,,
165568,1,2024-02-29,KBE,17,,,
165570,1,2024-02-29,MDYG,17,,,
165571,1,2024-02-29,MDYV,17,,,
165572,1,2024-02-29,SPMD,17,,,
165574,1,2024-02-29,SPLG,17,,,
165577,1,2024-02-29,BLNMF,19,,,
165578,01C,2024-02-29,SBC.,7,,,
165578,01C,2024-03-31,SBC.,7,,,
165580,01C,2024-02-29,PDV.,7,,,
165580,01C,2024-03-31,PDV.,7,,,
165606,1,2024-02-29,SPXX,11,,,
165606,1,2024-03-31,SPXX,11,,,
165628,01C,2024-02-29,UNO.H,9,,,
165630,1,2024-02-29,SSBI,14,,,
165633,1,2024-02-29,APHP,19,,,
165637,1,2024-02-29,URG,12,,,
165637,01C,2024-02-29,URE.,7,,,
165648,1,2024-02-29,OFSTF,19,,,
165649,1,2024-02-29,ET,11,,,
165672,1,2024-02-29,MISVF,19,,,
165672,01C,2024-02-29,MSV.,7,,,
165676,1,2024-02-29,BRWXF,19,,,
165676,01C,2024-02-29,BRW.,9,,,
165678,1,2024-02-29,CPA,11,,,
165687,1,2024-02-29,SPHQ,17,,,
165688,1,2024-02-29,PHO,14,,,
165724,1,2024-02-29,FXE,17,,,
165724,1,2024-03-31,FXE,17,,,
165728,1,2024-02-29,EVKG,19,,,
165738,1,2024-02-29,HVGDF,19,,,
165738,01C,2024-02-29,HVG.,9,,,
165743,1,2024-02-29,SBLK,14,,,
165743,1,2024-03-31,SBLK,14,,,
165746,1,2024-02-29,LYV,11,,,
165750,1,2024-02-29,MODD,14,,,
165754,1,2024-02-29,LQRCF,19,,,
165754,01C,2024-02-29,BMM.,9,,,
165760,1,2024-02-29,TRXO,19,,,
165762,3,2024-02-29,DSBX,19,,,
165772,1,2024-02-29,UAPC,19,,,
165773,1,2024-02-29,AUSVF,19,,,
165773,01C,2024-02-29,AUU.,9,,,
165775,1,2024-02-29,PRF,17,,,
165780,1,2024-02-29,PSUD,19,,,
165788,1,2024-02-29,SGGDF,19,,,
165795,1,2024-02-29,SRNW,19,,,
165798,1,2024-02-29,UEC,12,,,
165827,1,2024-02-29,PBKOF,19,,,
165827,01C,2024-02-29,PBL.,7,,,
165828,1,2024-02-29,VIZNF,19,,,
165828,01C,2024-02-29,VIZ.,9,,,
165846,1,2024-02-29,CLMT,14,,,
165856,1,2024-02-29,HEES,14,,,
165860,1,2024-02-29,HYGN,19,,,
165896,1,2024-02-29,CLRMF,19,,,
165896,01C,2024-02-29,AIR.,9,,,
165913,1,2024-02-29,ESEA,14,,,
165913,1,2024-03-31,ESEA,14,,,
165914,1,2024-02-29,CMG,11,,,
165916,1,2024-02-29,FMBN,19,,,
165922,1,2024-02-29,CGLO,19,,,
165923,1,2024-02-29,PERI,14,,,
165927,90,2024-02-29,TX,11,,,
165934,1,2024-02-29,CRXM,19,,,
165945,1,2024-02-29,RGGI,19,,,
165948,1,2024-02-29,CHRRF,19,,,
165948,01C,2024-02-29,CHR.,7,,,
165968,1,2024-02-29,SUNWQ,19,,,
165969,1,2024-02-29,ZDPY,19,,,
165981,1,2024-02-29,ACAZF,19,,,
165981,01C,2024-02-29,ADN.,7,,,
165987,1,2024-02-29,CCGY,19,,,
165993,1,2024-02-29,FIS,11,,,
165993,1,2024-03-31,FIS,11,,,
166009,1,2024-02-29,DBC,17,,,
166015,1,2024-02-29,XBI,17,,,
166016,1,2024-02-29,XHB,17,,,
166017,1,2024-02-29,XSD,17,,,
166022,1,2024-02-29,TTEXF,19,,,
166022,01C,2024-02-29,BGD.H,9,,,
166054,01C,2024-02-29,CAU.H,9,,,
166087,1,2024-02-29,AIRI,12,,,
166197,1,2024-02-29,LSBK,14,,,
166213,1,2024-02-29,LQDT,14,,,
166218,1,2024-02-29,NEWP,12,,,
166218,01C,2024-02-29,NUAG.,7,,,
166219,1,2024-02-29,FPVTF,19,,,
166219,01C,2024-02-29,GDP.,9,,,
166226,1,2024-02-29,ITMSF,19,,,
166226,01C,2024-02-29,IMP.,7,,,
166228,1,2024-02-29,DSCR,19,,,
166262,1,2024-02-29,ISESF,19,,,
166262,01C,2024-02-29,XMA.,7,,,
166286,1,2024-02-29,SNNGF,19,,,
166286,01C,2024-02-29,PPX.,9,,,
166290,1,2024-02-29,CFYFF,19,,,
166290,01C,2024-02-29,CRQ.,7,,,
166368,1,2024-02-29,CODI,11,,,
166385,90,2024-02-29,PAC,11,,,
166391,1,2024-02-29,BTA,11,,,
166391,1,2024-03-31,BTA,11,,,
166430,1,2024-02-29,KNW,12,,,
166435,1,2024-02-29,VNDA,14,,,
166443,1,2024-02-29,CHGS,19,,,
166447,1,2024-02-29,AVXL,14,,,
166460,1,2024-02-29,ASTI,14,,,
166477,1,2024-02-29,CESDF,19,,,
166477,01C,2024-02-29,CEU.,7,,,
166482,1,2024-02-29,MWA,11,,,
166484,1,2024-02-29,AGFAF,19,,,
166485,2,2024-02-29,RHE,12,,,
166487,1,2024-02-29,TARSF,19,,,
166487,01C,2024-02-29,SNAG.,9,,,
166491,2,2024-02-29,IGC,12,,,
166504,1,2024-02-29,UURAF,19,,,
166504,01C,2024-02-29,UCU.,9,,,
166505,1,2024-02-29,CNRIF,19,,,
166505,01C,2024-02-29,CN.,9,,,
166532,1,2024-02-29,RPV,17,,,
166533,1,2024-02-29,RPG,17,,,
166534,1,2024-02-29,RFV,17,,,
166535,1,2024-02-29,RFG,17,,,
166536,1,2024-02-29,RZV,17,,,
166537,1,2024-02-29,RZG,17,,,
166555,1,2024-02-29,ATEC,14,,,
166556,1,2024-02-29,FFBB,19,,,
166563,1,2024-02-29,DK,11,,,
166563,1,2024-03-31,DK,11,,,
166580,1,2024-02-29,FDL,17,,,
166582,1,2024-02-29,AOREF,19,,,
166583,1,2024-02-29,LUNA,14,,,
166593,1,2024-02-29,SNCR,14,,,
166594,1,2024-02-29,MRIB,19,,,
166595,1,2024-02-29,PRTT,19,,,
166669,1,2024-02-29,ULTXF,19,,,
166669,01C,2024-02-29,ULT.,9,,,
166676,1,2024-02-29,CROMF,19,,,
166676,01C,2024-02-29,CRR.UN,7,,,
166684,2,2024-02-29,BGRP,19,,,
166740,1,2024-02-29,CETY,14,,,
166743,1,2024-02-29,SMME,19,,,
166792,1,2024-02-29,SUMXF,19,,,
166792,01C,2024-02-29,SXP.,7,,,
166794,1,2024-02-29,PTEFF,19,,,
166794,01C,2024-02-29,PTE.,9,,,
170307,1,2024-02-29,GADS,19,,,
170311,1,2024-02-29,ELEEF,19,,,
170311,01C,2024-02-29,EFN.,7,,,
170337,1,2024-02-29,BBH,14,,,
170339,1,2024-02-29,OIH,17,,,
170340,1,2024-02-29,PPH,14,,,
170341,1,2024-02-29,RTH,14,,,
170342,1,2024-02-29,SMH,14,,,
170356,1,2024-02-29,CGLD,19,,,
170373,1,2024-02-29,YWRLF,19,,,
170373,01C,2024-02-29,DG.,9,,,
170374,01C,2024-02-29,KLE.,9,,,
170378,1,2024-02-29,DIGP,19,,,
170382,1,2024-02-29,IPNFF,19,,,
170384,1,2024-02-29,GOGO,14,,,
170385,1,2024-02-29,ATUUF,19,,,
170385,01C,2024-02-29,TNZ.,7,,,
170387,1,2024-02-29,ASCC,19,,,
170396,1,2024-02-29,CUBI,11,,,
170401,1,2024-02-29,IEGCF,19,,,
170401,01C,2024-02-29,IGO.,9,,,
170403,1,2024-02-29,VMXXF,19,,,
170403,01C,2024-02-29,VMXX.,9,,,
170409,1,2024-02-29,AFDG,19,,,
170419,1,2024-02-29,HTBI,14,,,
170421,1,2024-02-29,NETWF,19,,,
170421,01C,2024-02-29,NTE.,9,,,
170425,1,2024-02-29,TOGOF,19,,,
170425,01C,2024-02-29,LOT.,9,,,
170430,1,2024-02-29,SILO,14,,,
170450,1,2024-02-29,ORMP,14,,,
170463,1,2024-02-29,RINF,17,,,
170465,1,2024-02-29,URTH,17,,,
170473,1,2024-02-29,EELV,17,,,
170474,1,2024-02-29,IDLV,17,,,
170475,1,2024-02-29,ENOR,21,,,
170491,1,2024-02-29,BCDS,19,,,
170495,01C,2024-02-29,GHML.,9,,,
170498,1,2024-02-29,POLR,19,,,
170527,1,2024-02-29,POST,11,,,
170529,01C,2024-02-29,EFF.,9,,,
170531,1,2024-02-29,EMDF,19,,,
170534,1,2024-02-29,QWTR,19,,,
170535,1,2024-02-29,BRFH,14,,,
170567,1,2024-02-29,ZTTO,19,,,
170574,01C,2024-02-29,ULV.F,7,,,
170574,01C,2024-03-31,ULV.F,7,,,
170574,03C,2024-02-29,ULV.C,7,,,
170574,03C,2024-03-31,ULV.C,7,,,
170575,1,2024-02-29,EDEN,21,,,
170576,1,2024-02-29,EFNL,21,,,
170580,1,2024-02-29,EWUS,21,,,
170581,1,2024-02-29,INDA,21,,,
170582,1,2024-02-29,SMIN,21,,,
170589,1,2024-02-29,DBL,11,,,
170589,1,2024-03-31,DBL,11,,,
170592,1,2024-02-29,BTZI,19,,,
170593,01C,2024-02-29,PXU.,7,,,
170594,01C,2024-02-29,PXC.,7,,,
170596,1,2024-02-29,QUEXF,19,,,
170596,01C,2024-02-29,QTWO.,9,,,
170605,1,2024-02-29,WNFT,19,,,
170616,1,2024-02-29,SPLK,14,,,
170617,1,2024-02-29,META,14,,,
170621,1,2024-02-29,VEGI,17,,,
170622,1,2024-02-29,FILL,17,,,
170623,1,2024-02-29,PICK,21,,,
170624,1,2024-02-29,RING,14,,,
170625,1,2024-02-29,SLVP,21,,,
170646,1,2024-02-29,STRRF,19,,,
170646,01C,2024-02-29,CGC.,9,,,
170652,01C,2024-02-29,QXM.,7,,,
170655,1,2024-02-29,SSNT,14,,,
170677,1,2024-02-29,PRPRF,19,,,
170677,01C,2024-02-29,PPR.,7,,,
170687,1,2024-02-29,EEMA,14,,,
170692,1,2024-02-29,WCUI,19,,,
170707,1,2024-02-29,WARM,19,,,
170714,1,2024-02-29,ESRT,11,,,
170714,1,2024-03-31,ESRT,11,,,
170715,1,2024-02-29,BCCEF,19,,,
170719,1,2024-02-29,FKU,14,,,
170720,1,2024-02-29,NFTY,14,,,
170722,1,2024-02-29,FSZ,14,,,
170723,1,2024-02-29,FGM,14,,,
170725,1,2024-02-29,BLMH,19,,,
170728,1,2024-02-29,DOLLF,19,,,
170728,01C,2024-02-29,DV.,9,,,
170730,1,2024-02-29,ONVO,14,,,
170731,1,2024-02-29,HZTVF,19,,,
170731,1,2024-03-31,HZTVF,19,,,
170731,01C,2024-02-29,HUF.,7,,,
170731,01C,2024-03-31,HUF.,7,,,
170732,01C,2024-02-29,HYI.,7,,,
170732,01C,2024-03-31,HYI.,7,,,
170733,01C,2024-02-29,FXM.,7,,,
170734,1,2024-02-29,FSSTF,19,,,
170734,01C,2024-02-29,WXM.,7,,,
170736,1,2024-02-29,GOVT,21,,,
170736,1,2024-03-31,GOVT,21,,,
170737,1,2024-02-29,QLTA,17,,,
170737,1,2024-03-31,QLTA,17,,,
170741,1,2024-02-29,CMBS,17,,,
170741,1,2024-03-31,CMBS,17,,,
170742,1,2024-02-29,FDTS,14,,,
170743,1,2024-02-29,FEMS,14,,,
170746,1,2024-02-29,NAUFF,19,,,
170746,01C,2024-02-29,NAU.,9,,,
170750,1,2024-02-29,FANG,14,,,
170750,1,2024-03-31,FANG,14,,,
170751,1,2024-02-29,GNMA,14,,,
170751,1,2024-03-31,GNMA,14,,,
170756,1,2024-02-29,INLX,12,,,
170758,1,2024-02-29,CSTE,14,,,
170761,90,2024-02-29,VIPS,11,,,
170761,90,2024-03-31,VIPS,11,,,
170763,1,2024-02-29,GFMH,19,,,
170765,2,2024-02-29,TGLS,11,,,
170771,1,2024-02-29,VGI,11,,,
170771,1,2024-03-31,VGI,11,,,
170773,1,2024-02-29,ZAZA,19,,,
170778,1,2024-02-29,DVYA,17,,,
170779,1,2024-02-29,DVYE,17,,,
170785,1,2024-02-29,NSRPF,19,,,
170785,01C,2024-02-29,NVO.,7,,,
170787,1,2024-02-29,BIEI,19,,,
170789,1,2024-02-29,EEMO,17,,,
170790,1,2024-02-29,IDMO,17,,,
170797,1,2024-02-29,LEMIF,19,,,
170797,01C,2024-02-29,LEM.,9,,,
170802,1,2024-02-29,SPGM,17,,,
170804,1,2024-02-29,BDCO,19,,,
170814,1,2024-02-29,ASGOF,19,,,
170821,1,2024-02-29,PURA,19,,,
170825,1,2024-02-29,BOND,11,,,
170825,1,2024-03-31,BOND,11,,,
170839,1,2024-02-29,XFLS,19,,,
170841,1,2024-02-29,PSX,11,,,
170841,1,2024-03-31,PSX,11,,,
170843,1,2024-02-29,SNIPF,19,,,
170843,01C,2024-02-29,SPN.,9,,,
170858,1,2024-02-29,EMCB,14,,,
170868,1,2024-02-29,CURN,19,,,
170868,01C,2024-02-29,CXI.,7,,,
170870,1,2024-02-29,ENDV,19,,,
170877,1,2024-02-29,EINC,17,,,
170879,1,2024-02-29,ATCMF,19,,,
170879,01C,2024-02-29,ATY.,9,,,
170886,1,2024-02-29,SJNK,17,,,
170886,1,2024-03-31,SJNK,17,,,
170888,1,2024-02-29,NXLCF,19,,,
170888,1,2024-03-31,NXLCF,19,,,
170888,01C,2024-02-29,NXLV.,9,,,
170888,01C,2024-03-31,NXLV.,9,,,
170890,1,2024-02-29,THURF,19,,,
170890,01C,2024-02-29,AWE.,9,,,
170893,1,2024-02-29,PSHIF,19,,,
170893,01C,2024-02-29,LOU.,9,,,
170914,1,2024-02-29,QQQE,14,,,
170920,1,2024-02-29,ASPU,19,,,
170945,1,2024-02-29,PBYI,14,,,
170947,1,2024-02-29,BSPK,19,,,
170964,1,2024-02-29,BLONF,19,,,
170964,01C,2024-02-29,GROW.,9,,,
170965,1,2024-02-29,PFMT,14,,,
170966,1,2024-02-29,BWG,11,,,
170966,1,2024-03-31,BWG,11,,,
170984,1,2024-02-29,TAGS,17,,,
170985,1,2024-02-29,TTT,17,,,
170988,1,2024-02-29,ILIM,19,,,
170992,1,2024-02-29,SUME,19,,,
170995,1,2024-02-29,ARRT,19,,,
171000,1,2024-02-29,FONU,19,,,
171001,01C,2024-02-29,CART.H,9,,,
171002,1,2024-02-29,GMED,11,,,
171007,1,2024-02-29,NOW,11,,,
171009,1,2024-02-29,EMHY,21,,,
171009,1,2024-03-31,EMHY,21,,,
171011,1,2024-02-29,GHYG,21,,,
171011,1,2024-03-31,GHYG,21,,,
171012,1,2024-02-29,HYXU,21,,,
171013,1,2024-02-29,IYLD,21,,,
171013,1,2024-03-31,IYLD,21,,,
171014,1,2024-02-29,IHY,17,,,
171014,1,2024-03-31,IHY,17,,,
171023,1,2024-02-29,TCPC,14,,,
171023,1,2024-03-31,TCPC,14,,,
171045,2,2024-02-29,JXJT,14,,,
171049,1,2024-02-29,BLMN,14,,,
171049,1,2024-03-31,BLMN,14,,,
171053,1,2024-02-29,ANGL,14,,,
171053,1,2024-03-31,ANGL,14,,,
171054,1,2024-02-29,PLLMF,19,,,
171054,01C,2024-02-29,PLA.,9,,,
171058,1,2024-02-29,PHOT,19,,,
171059,1,2024-02-29,FET,11,,,
171067,1,2024-02-29,PANW,14,,,
171083,1,2024-02-29,SZSMF,19,,,
171083,01C,2024-02-29,SCZ.,9,,,
171108,1,2024-02-29,MLPA,17,,,
171109,1,2024-02-29,MNARF,19,,,
171109,01C,2024-02-29,MRG.UN,7,,,
171111,1,2024-02-29,TMQ,12,,,
171111,01C,2024-02-29,TMQ.,7,,,
171121,1,2024-02-29,CEMB,21,,,
171121,1,2024-03-31,CEMB,21,,,
171132,01C,2024-02-29,BLB.UN,7,,,
171141,1,2024-02-29,FIVE,14,,,
171145,1,2024-02-29,MOAT,21,,,
171151,01C,2024-02-29,TLV.,7,,,
171151,01C,2024-03-31,TLV.,7,,,
171153,1,2024-02-29,ISD,11,,,
171153,1,2024-03-31,ISD,11,,,
171154,1,2024-02-29,JRI,11,,,
171154,1,2024-03-31,JRI,11,,,
171155,1,2024-02-29,CLIR,14,,,
171164,1,2024-02-29,CAMG,19,,,
171171,1,2024-02-29,RLY,17,,,
171172,1,2024-02-29,INKM,17,,,
171173,1,2024-02-29,GAL,17,,,
171187,1,2024-02-29,PHIO,14,,,
171205,1,2024-02-29,AETHF,19,,,
171206,1,2024-02-29,AZURF,19,,,
171206,01C,2024-02-29,AAZ.,9,,,
171210,1,2024-02-29,CHNO,19,,,
171212,1,2024-02-29,ROYTL,19,,,
171213,1,2024-02-29,AGSS,19,,,
174016,01C,2024-02-29,PEC.H,9,,,
174022,2,2024-02-29,HOUS,11,,,
174024,1,2024-02-29,USO,17,,,
174026,1,2024-02-29,MOBIF,19,,,
174031,01C,2024-02-29,GSH.,9,,,
174040,1,2024-02-29,FPX,17,,,
174049,1,2024-02-29,PGTI,11,,,
174059,1,2024-02-29,KLSVF,19,,,
174059,01C,2024-02-29,KS.,9,,,
174077,1,2024-02-29,CVLT,14,,,
174080,1,2024-02-29,QQEW,14,,,
174081,1,2024-02-29,QTEC,14,,,
174095,1,2024-02-29,GLO,12,,,
174095,1,2024-03-31,GLO,12,,,
174097,1,2024-02-29,IICN,19,,,
174101,1,2024-02-29,VIG,17,,,
174110,1,2024-02-29,SLV,17,,,
174134,1,2024-02-29,PTCT,14,,,
174140,1,2024-02-29,JTBK,19,,,
174147,1,2024-02-29,QRTEA,14,,,
174147,2,2024-02-29,QRTEB,14,,,
174152,2,2024-02-29,NFYEF,19,,,
174152,02C,2024-02-29,NFI.,7,,,
174169,10,2024-02-29,BATL,12,,,
174185,1,2024-02-29,AOCIF,19,,,
174185,01C,2024-02-29,ACQ.,7,,,
174212,1,2024-02-29,GXUSF,19,,,
174212,01C,2024-02-29,GX.,9,,,
174236,1,2024-02-29,SEM,11,,,
174236,1,2024-03-31,SEM,11,,,
174280,1,2024-02-29,WRN,12,,,
174280,01C,2024-02-29,WRN.,7,,,
174282,2,2024-02-29,ESOA,14,,,
174300,2,2024-02-29,MILC,19,,,
174302,1,2024-02-29,CNSWF,19,,,
174302,01C,2024-02-29,CSU.,7,,,
174310,1,2024-02-29,KBR,11,,,
174310,1,2024-03-31,KBR,11,,,
174314,2,2024-02-29,WLDBF,19,,,
174314,02C,2024-02-29,WILD.,7,,,
174319,1,2024-02-29,GDX,17,,,
174325,1,2024-02-29,OREAF,19,,,
174325,01C,2024-02-29,OREA.,7,,,
174329,01C,2024-02-29,MBI.,9,,,
174357,1,2024-02-29,RYJ,17,,,
174360,1,2024-02-29,SEVN,14,,,
174368,1,2024-02-29,SAENF,19,,,
174368,01C,2024-02-29,SOLR.,9,,,
174389,1,2024-02-29,EHTH,14,,,
174390,1,2024-02-29,LMAT,14,,,
174390,1,2024-03-31,LMAT,14,,,
174395,1,2024-02-29,DALXF,19,,,
174395,01C,2024-02-29,SDE.,7,,,
174428,1,2024-02-29,INFU,12,,,
174552,1,2024-02-29,NBMFF,19,,,
174552,01C,2024-02-29,NBM.,9,,,
174597,1,2024-02-29,TRVR,19,,,
174637,1,2024-02-29,ICFI,14,,,
174693,1,2024-02-29,TXIC,19,,,
174700,2,2024-02-29,GSL,11,,,
