gvkey,iid,datadate,tic,exchg,,,
20300,1,2024-02-29,CETEF,19,,,
20300,01C,2024-02-29,CET.,7,,,
20307,2,2024-02-29,ELTX,14,,,
20315,1,2024-02-29,CGECF,19,,,
20315,01C,2024-02-29,CGO.,7,,,
20323,2,2024-02-29,BNEFF,19,,,
20323,02C,2024-02-29,BNE.,7,,,
20333,3,2024-02-29,IBXNF,19,,,
20333,03C,2024-02-29,IBT.,9,,,
20337,1,2024-02-29,SRRTF,19,,,
20337,01C,2024-02-29,SGR.UN,7,,,
20338,1,2024-02-29,PRMW,11,,,
20338,1,2024-03-31,PRMW,11,,,
20338,01C,2024-02-29,PRMW.,7,,,
20338,01C,2024-03-31,PRMW.,7,,,
20341,01C,2024-02-29,XEU.,7,,,
20342,1,2024-02-29,HSPOU,14,,,
20342,2,2024-02-29,HSPO,14,,,
20350,01C,2024-02-29,DXI.,9,,,
20379,1,2024-02-29,PLFX,19,,,
20389,1,2024-02-29,BYLD,17,,,
20389,1,2024-03-31,BYLD,17,,,
20392,1,2024-02-29,EXCOF,19,,,
20392,1,2024-03-31,EXCOF,19,,,
20392,01C,2024-02-29,XTC.,7,,,
20392,01C,2024-03-31,XTC.,7,,,
20399,1,2024-02-29,GLRI,19,,,
20400,01C,2024-02-29,XEH.,7,,,
20401,1,2024-02-29,YORKF,19,,,
20401,01C,2024-02-29,YORK.,9,,,
20412,1,2024-02-29,ARES,11,,,
20412,1,2024-03-31,ARES,11,,,
20416,1,2024-02-29,ECVTF,19,,,
20416,1,2024-03-31,ECVTF,19,,,
20416,01C,2024-02-29,EVT.,7,,,
20416,01C,2024-03-31,EVT.,7,,,
20420,1,2024-02-29,OEC,11,,,
20420,1,2024-03-31,OEC,11,,,
20422,1,2024-02-29,HRTG,11,,,
20430,1,2024-02-29,SLM,14,,,
20430,1,2024-03-31,SLM,14,,,
20443,01C,2024-02-29,PHR.,7,,,
20443,01C,2024-03-31,PHR.,7,,,
20446,01C,2024-02-29,PHE.B,7,,,
20448,1,2024-02-29,CN,17,,,
20452,01C,2024-02-29,PBI.,7,,,
20452,02C,2024-02-29,PBI.B,7,,,
20456,1,2024-02-29,HMFAF,19,,,
20456,1,2024-03-31,HMFAF,19,,,
20456,01C,2024-02-29,HMM.A,7,,,
20456,01C,2024-03-31,HMM.A,7,,,
20463,1,2024-02-29,VRP,17,,,
20466,1,2024-02-29,QAT,14,,,
20467,1,2024-02-29,UAE,14,,,
20473,1,2024-02-29,WLKP,11,,,
20475,1,2024-02-29,GRCGF,19,,,
20475,01C,2024-02-29,GCG.,7,,,
20475,2,2024-02-29,GCAAF,19,,,
20475,02C,2024-02-29,GCG.A,7,,,
20483,1,2024-02-29,FTGFF,19,,,
20483,01C,2024-02-29,FTG.,7,,,
20496,1,2024-02-29,ATTOF,19,,,
20500,1,2024-02-29,IPMLF,19,,,
20500,01C,2024-02-29,III.,7,,,
20502,1,2024-02-29,RYAM,11,,,
20503,1,2024-02-29,EUDG,17,,,
20511,1,2024-02-29,IHDG,17,,,
20517,2,2024-02-29,LMB,14,,,
20523,1,2024-02-29,IVXLF,19,,,
20523,01C,2024-02-29,IVX.,9,,,
20525,1,2024-02-29,ABSSF,19,,,
20525,01C,2024-02-29,BOS.,7,,,
20529,1,2024-02-29,ELRFF,19,,,
20529,01C,2024-02-29,ELR.,7,,,
20530,90,2024-02-29,BABA,11,,,
20531,01C,2024-02-29,HBB.,7,,,
20534,1,2024-02-29,VNOM,14,,,
20534,1,2024-03-31,VNOM,14,,,
20540,1,2024-02-29,TRUE,14,,,
20547,1,2024-02-29,FOMCD,19,,,
20548,1,2024-02-29,CTRA,11,,,
20548,1,2024-03-31,CTRA,11,,,
20554,2,2024-02-29,NAOV,14,,,
20561,1,2024-02-29,LIMAF,19,,,
20561,01C,2024-02-29,LNR.,7,,,
20567,1,2024-02-29,MRNS,14,,,
20581,1,2024-02-29,HLOC,19,,,
20585,1,2024-02-29,MCKRF,19,,,
20585,01C,2024-02-29,JADE.,9,,,
20587,1,2024-02-29,HVCW,19,,,
20590,1,2024-02-29,NLBS,19,,,
20600,1,2024-02-29,NG,12,,,
20600,01C,2024-02-29,NG.,7,,,
20601,1,2024-02-29,MTLRF,19,,,
20601,01C,2024-02-29,MET.,9,,,
20606,1,2024-02-29,OUNZ,17,,,
20608,1,2024-02-29,FMB,14,,,
20612,1,2024-02-29,NWIFF,19,,,
20618,1,2024-02-29,OPWEF,19,,,
20618,01C,2024-02-29,OPW.,9,,,
20621,2,2024-02-29,DMTK,14,,,
20623,1,2024-02-29,TRBK,19,,,
20628,1,2024-02-29,ISTR,14,,,
20629,1,2024-02-29,STLRF,19,,,
20629,01C,2024-02-29,STLR.,7,,,
20644,1,2024-02-29,GPRO,14,,,
20645,1,2024-02-29,ARDX,14,,,
20646,1,2024-02-29,ORVMF,19,,,
20646,01C,2024-02-29,ORV.,7,,,
20649,1,2024-02-29,SNDX,14,,,
20655,1,2024-02-29,NEP,11,,,
20658,1,2024-02-29,GGROU,19,,,
20659,1,2024-02-29,AMPH,14,,,
20661,1,2024-02-29,VVX,11,,,
20664,1,2024-02-29,ASHS,17,,,
20670,1,2024-02-29,PAAS,11,,,
20670,1,2024-03-31,PAAS,11,,,
20670,01C,2024-02-29,PAAS.,7,,,
20670,01C,2024-03-31,PAAS.,7,,,
20676,1,2024-02-29,PRMRF,19,,,
20676,1,2024-03-31,PRMRF,19,,,
20676,01C,2024-02-29,POU.,7,,,
20676,01C,2024-03-31,POU.,7,,,
20677,1,2024-02-29,FFWM,11,,,
20682,1,2024-02-29,RSBT,21,,,
20684,1,2024-02-29,OBE,12,,,
20684,01C,2024-02-29,OBE.,7,,,
20686,1,2024-02-29,SYF,11,,,
20692,1,2024-02-29,KE,14,,,
20695,1,2024-02-29,PDS,11,,,
20695,01C,2024-02-29,PD.,7,,,
20696,3,2024-02-29,DOOR,11,,,
20698,1,2024-02-29,SPUU,17,,,
20699,1,2024-02-29,LTRPA,19,,,
20699,2,2024-02-29,LTRPB,19,,,
20710,1,2024-02-29,PREKF,19,,,
20710,01C,2024-02-29,PSK.,7,,,
20712,1,2024-02-29,LQDH,17,,,
20712,1,2024-03-31,LQDH,17,,,
20713,1,2024-02-29,HYGH,17,,,
20713,1,2024-03-31,HYGH,17,,,
20720,1,2024-02-29,RLMD,14,,,
20727,1,2024-02-29,CVTGF,19,,,
20727,01C,2024-02-29,CVG.,7,,,
20740,1,2024-02-29,VIA,14,,,
20748,1,2024-02-29,ANET,11,,,
20752,1,2024-02-29,TNSTD,19,,,
20752,01C,2024-02-29,JPWR.H,9,,,
20753,1,2024-02-29,RDDTF,19,,,
20756,1,2024-02-29,MTNB,12,,,
20757,01C,2024-02-29,PDH.,9,,,
20764,1,2024-02-29,STXMF,19,,,
20767,1,2024-02-29,QEFA,17,,,
20772,1,2024-02-29,QEMM,17,,,
20773,1,2024-02-29,QWLD,17,,,
20779,1,2024-02-29,CSCO,14,,,
20791,1,2024-02-29,BXMT,11,,,
20801,1,2024-02-29,KXSCF,19,,,
20801,01C,2024-02-29,KXS.,7,,,
20811,01C,2024-02-29,TTS.,9,,,
20819,1,2024-02-29,GGZ,11,,,
20819,1,2024-03-31,GGZ,11,,,
20823,1,2024-02-29,HQY,14,,,
20840,1,2024-02-29,URNAF,19,,,
20840,01C,2024-02-29,URB.,7,,,
20840,3,2024-02-29,UBAAF,19,,,
20840,03C,2024-02-29,URB.A,7,,,
20843,1,2024-02-29,IEUR,17,,,
20844,1,2024-02-29,IPAC,17,,,
20846,1,2024-02-29,DGRO,17,,,
20853,1,2024-02-29,IUSB,14,,,
20853,1,2024-03-31,IUSB,14,,,
20860,1,2024-02-29,WIPKF,19,,,
20860,01C,2024-02-29,WPK.,7,,,
20864,1,2024-02-29,SDURF,19,,,
20864,01C,2024-02-29,SDR.,9,,,
20874,01C,2024-02-29,SXI.,7,,,
20876,1,2024-02-29,YRBAF,19,,,
20876,01C,2024-02-29,YRB.,7,,,
20879,1,2024-02-29,LSDAF,19,,,
20879,01C,2024-02-29,LAS.A,7,,,
20890,1,2024-02-29,NMG,11,,,
20890,01C,2024-02-29,NOU.,9,,,
20897,1,2024-02-29,XREG,19,,,
20898,2,2024-02-29,SLNO,14,,,
20904,1,2024-02-29,HOLX,14,,,
20910,1,2024-02-29,CANL,19,,,
20912,1,2024-02-29,CEE,11,,,
20912,1,2024-03-31,CEE,11,,,
20918,1,2024-02-29,JRNGF,19,,,
20918,01C,2024-02-29,JOY.,7,,,
20930,1,2024-02-29,CNLFF,19,,,
20930,01C,2024-02-29,ICE.,7,,,
20932,1,2024-02-29,KTEL,19,,,
20934,1,2024-02-29,CLIS,19,,,
20935,1,2024-02-29,TRUP,14,,,
20939,1,2024-02-29,MBAIF,19,,,
20943,1,2024-02-29,SAGE,14,,,
20945,1,2024-02-29,IRMD,14,,,
20957,01C,2024-02-29,VUX.,9,,,
20959,1,2024-02-29,PLYM,11,,,
20960,1,2024-02-29,CNNE,11,,,
20961,1,2024-02-29,ATEX,14,,,
20965,1,2024-02-29,SRMX,19,,,
20986,1,2024-02-29,HLRTF,19,,,
21000,1,2024-02-29,HSDT,14,,,
21001,1,2024-02-29,PSXRF,19,,,
21002,1,2024-02-29,CYBR,14,,,
21004,1,2024-02-29,LNTH,14,,,
21012,1,2024-02-29,ATRA,14,,,
21015,1,2024-02-29,OCUL,14,,,
21019,1,2024-02-29,BSIG,11,,,
21019,1,2024-03-31,BSIG,11,,,
21020,1,2024-02-29,ADVM,14,,,
21026,1,2024-02-29,CDC,14,,,
21026,1,2024-03-31,CDC,14,,,
21027,1,2024-02-29,CLCS,19,,,
21028,1,2024-02-29,CFO,14,,,
21028,1,2024-03-31,CFO,14,,,
21029,1,2024-02-29,CFA,14,,,
21029,1,2024-03-31,CFA,14,,,
21032,1,2024-02-29,VKTX,14,,,
21033,1,2024-02-29,TTOO,14,,,
21035,1,2024-02-29,RMBL,14,,,
21040,1,2024-02-29,SPRS,19,,,
21042,1,2024-02-29,AKTS,14,,,
21050,1,2024-02-29,DDHRF,19,,,
21050,01C,2024-02-29,MPCT.UN,7,,,
21052,01C,2024-02-29,VXC.,7,,,
21053,01C,2024-02-29,VBU.,7,,,
21053,01C,2024-03-31,VBU.,7,,,
21054,01C,2024-02-29,VBG.,7,,,
21054,01C,2024-03-31,VBG.,7,,,
21055,1,2024-02-29,GRWC,19,,,
21056,01C,2024-02-29,VA.,7,,,
21057,01C,2024-02-29,VE.,7,,,
21065,1,2024-02-29,JOF,11,,,
21069,1,2024-02-29,REET,17,,,
21070,1,2024-02-29,HEZU,17,,,
21103,1,2024-02-29,LFWD,14,,,
21113,01C,2024-02-29,HOG.,7,,,
21116,1,2024-02-29,ADMT,19,,,
21118,1,2024-02-29,AXDX,14,,,
21119,1,2024-02-29,SGDM,17,,,
21124,1,2024-02-29,LOCO,14,,,
21126,1,2024-02-29,EPRSQ,19,,,
21136,1,2024-02-29,ABMC,19,,,
21155,1,2024-02-29,ILLMF,19,,,
21155,01C,2024-02-29,ILLM.,7,,,
21161,01C,2024-02-29,PFL.,7,,,
21161,01C,2024-03-31,PFL.,7,,,
21165,1,2024-02-29,ICD,11,,,
21187,1,2024-02-29,CSOL,19,,,
21191,1,2024-02-29,MFGI,19,,,
21194,1,2024-02-29,MBKL,19,,,
21203,01C,2024-02-29,ETP.,7,,,
21203,01C,2024-03-31,ETP.,7,,,
21208,1,2024-02-29,CYTO,14,,,
21209,1,2024-02-29,NTBL,14,,,
21210,1,2024-02-29,IFV,14,,,
21212,1,2024-02-29,CNXT,17,,,
21215,01C,2024-02-29,HBF.,7,,,
21215,01C,2024-03-31,HBF.,7,,,
21215,03C,2024-02-29,HBF.B,7,,,
21215,03C,2024-03-31,HBF.B,7,,,
21222,1,2024-02-29,PTVRF,19,,,
21222,01C,2024-02-29,VRY.,9,,,
21223,2,2024-02-29,CFRXQ,19,,,
21226,1,2024-02-29,USCS,19,,,
21227,1,2024-02-29,LBRDA,14,,,
21227,2,2024-02-29,LBRDK,14,,,
21227,3,2024-02-29,LBRDB,19,,,
21236,1,2024-02-29,THQ,11,,,
21237,1,2024-02-29,TTI,11,,,
21238,1,2024-02-29,VICR,14,,,
21241,1,2024-02-29,CGA,11,,,
21263,1,2024-02-29,PBLA,19,,,
21267,1,2024-02-29,SGRB,19,,,
21273,1,2024-02-29,UGEIF,19,,,
21273,01C,2024-02-29,UGE.,9,,,
21279,1,2024-02-29,KRTL,19,,,
21282,1,2024-02-29,KPRX,14,,,
21287,1,2024-02-29,BWEL,19,,,
21287,1,2024-03-31,BWEL,19,,,
21292,1,2024-02-29,IWAL,19,,,
21295,1,2024-02-29,FCUV,14,,,
21298,1,2024-02-29,CSF,14,,,
21298,1,2024-03-31,CSF,14,,,
21311,1,2024-02-29,PSWR,19,,,
21320,1,2024-02-29,OBCN,19,,,
21324,1,2024-02-29,FTSM,14,,,
21324,1,2024-03-31,FTSM,14,,,
21339,1,2024-02-29,SULMF,19,,,
21339,01C,2024-02-29,SMC.,7,,,
21343,1,2024-02-29,GPHBF,19,,,
21343,01C,2024-02-29,GGG.,9,,,
21352,1,2024-02-29,AVNS,11,,,
21361,1,2024-02-29,NNUP,19,,,
21383,90,2024-02-29,HLPPY,19,,,
21408,1,2024-02-29,GBLBF,19,,,
21421,1,2024-02-29,VANI,14,,,
21423,2,2024-02-29,UNIB,19,,,
21429,1,2024-02-29,GVA,11,,,
21431,2,2024-02-29,CRC,11,,,
21431,2,2024-03-31,CRC,11,,,
21432,2,2024-02-29,RDGA,19,,,
21440,1,2024-02-29,LSTR,14,,,
21440,1,2024-03-31,LSTR,14,,,
21452,90,2024-02-29,FWPAY,19,,,
21470,1,2024-02-29,HISF,14,,,
21503,1,2024-02-29,KMPR,11,,,
21503,1,2024-03-31,KMPR,11,,,
21505,1,2024-02-29,USAQ,19,,,
21506,2,2024-02-29,AMNF,19,,,
21521,1,2024-02-29,CZFS,14,,,
21521,1,2024-03-31,CZFS,14,,,
21522,1,2024-02-29,VYNE,14,,,
21524,1,2024-02-29,PRQR,14,,,
21525,1,2024-02-29,CMTV,19,,,
21538,1,2024-02-29,EFAD,21,,,
21540,1,2024-02-29,W,11,,,
21542,1,2024-02-29,AAON,14,,,
21547,1,2024-02-29,MDLM,19,,,
21554,1,2024-02-29,CREX,14,,,
21561,1,2024-02-29,STWC,19,,,
21563,1,2024-02-29,ELST,19,,,
21573,1,2024-02-29,ROBOF,19,,,
21577,1,2024-02-29,OGI,14,,,
21577,01C,2024-02-29,OGI.,7,,,
21589,1,2024-02-29,WBIF,17,,,
21591,1,2024-02-29,WBIG,17,,,
21592,1,2024-02-29,WBIL,17,,,
21593,1,2024-02-29,CIVB,14,,,
21593,1,2024-03-31,CIVB,14,,,
21601,1,2024-02-29,RYTM,14,,,
21604,1,2024-02-29,PGRE,11,,,
21614,1,2024-02-29,GARB,19,,,
21624,1,2024-02-29,XCPT,19,,,
21627,1,2024-02-29,CALA,19,,,
21628,1,2024-02-29,USDP,19,,,
21633,1,2024-02-29,VBTX,14,,,
21635,1,2024-02-29,AFMD,14,,,
21636,1,2024-02-29,MBSD,17,,,
21636,1,2024-03-31,MBSD,17,,,
21653,1,2024-02-29,NVTQF,19,,,
21653,01C,2024-02-29,TMC.,9,,,
21663,1,2024-02-29,WAVD,14,,,
21668,1,2024-02-29,FTLS,17,,,
21674,01C,2024-02-29,EBM.,9,,,
21675,1,2024-02-29,JLMCQ,19,,,
21677,1,2024-02-29,GERS,19,,,
21698,1,2024-02-29,NUGN,19,,,
21728,1,2024-02-29,PPLL,19,,,
21728,1,2024-03-31,PPLL,19,,,
21737,1,2024-02-29,POGS,19,,,
21743,1,2024-02-29,NVEC,14,,,
21744,1,2024-02-29,XENE,14,,,
21752,1,2024-02-29,RCBC,19,,,
21755,1,2024-02-29,CTTH,19,,,
21759,1,2024-02-29,HITC,19,,,
21765,1,2024-02-29,SSHT,19,,,
21767,1,2024-02-29,CCTL,19,,,
21771,1,2024-02-29,VGGOF,19,,,
21777,1,2024-02-29,MMSI,14,,,
21779,1,2024-02-29,STEK,19,,,
21784,1,2024-02-29,BSCO,14,,,
21788,1,2024-02-29,ICNB,19,,,
21798,1,2024-02-29,FRPT,14,,,
21799,1,2024-02-29,VCTR,14,,,
21799,1,2024-03-31,VCTR,14,,,
21807,1,2024-02-29,CTXR,14,,,
21808,1,2024-02-29,CZR,14,,,
21815,1,2024-02-29,TFIN,14,,,
21821,1,2024-02-29,DEEP,17,,,
21824,1,2024-02-29,BSGM,14,,,
21825,1,2024-02-29,CFG,11,,,
21832,1,2024-02-29,KSMRF,19,,,
21832,01C,2024-02-29,CNS.,9,,,
21833,1,2024-02-29,HESM,11,,,
21834,1,2024-02-29,TUSK,14,,,
21838,1,2024-02-29,VIVE,19,,,
21839,1,2024-02-29,HEEM,21,,,
21841,1,2024-02-29,CHRS,14,,,
21847,1,2024-02-29,HUBS,11,,,
21854,1,2024-02-29,TNGL,19,,,
21859,1,2024-02-29,GLBXF,19,,,
21859,01C,2024-02-29,GMX.,7,,,
21860,1,2024-02-29,TLCC,19,,,
21862,1,2024-02-29,ARKQ,21,,,
21863,1,2024-02-29,ARKW,17,,,
21864,1,2024-02-29,GIB,11,,,
21864,01C,2024-02-29,GIB.A,7,,,
21869,1,2024-02-29,CIZ,14,,,
21869,1,2024-03-31,CIZ,14,,,
21870,1,2024-02-29,DWAT,21,,,
21873,1,2024-02-29,MRMD,19,,,
21875,1,2024-02-29,IRCKF,19,,,
21875,01C,2024-02-29,IRO.,9,,,
21876,1,2024-02-29,AMJT,19,,,
21879,2,2024-02-29,KWGBF,19,,,
21894,1,2024-02-29,MTRAF,19,,,
21894,1,2024-03-31,MTRAF,19,,,
21894,01C,2024-02-29,MRU.,7,,,
21894,01C,2024-03-31,MRU.,7,,,
21898,1,2024-02-29,BOOT,11,,,
21901,1,2024-02-29,FGEN,14,,,
21903,1,2024-02-29,AMZA,17,,,
21904,1,2024-02-29,PANL,14,,,
21916,1,2024-02-29,NVRO,11,,,
21917,1,2024-02-29,IPOS,17,,,
21920,1,2024-02-29,ACMB,19,,,
21921,1,2024-02-29,ECC,11,,,
21921,1,2024-03-31,ECC,11,,,
21927,1,2024-02-29,DROP,19,,,
21930,1,2024-02-29,FCOR,17,,,
21930,1,2024-03-31,FCOR,17,,,
21932,1,2024-02-29,FBND,17,,,
21932,1,2024-03-31,FBND,17,,,
21933,1,2024-02-29,FLTB,17,,,
21933,1,2024-03-31,FLTB,17,,,
21939,1,2024-02-29,AMMJ,19,,,
21941,01C,2024-02-29,MAZ.H,9,,,
21942,01C,2024-02-29,PMM.,7,,,
21947,02C,2024-02-29,HSL.,7,,,
21947,02C,2024-03-31,HSL.,7,,,
21951,1,2024-02-29,BZDLF,19,,,
21951,01C,2024-02-29,KCC.,9,,,
21964,1,2024-02-29,COMT,14,,,
21967,1,2024-02-29,PYPD,14,,,
21972,1,2024-02-29,VBND,17,,,
21972,1,2024-03-31,VBND,17,,,
21978,1,2024-02-29,ARHTF,19,,,
21978,01C,2024-02-29,ART.,9,,,
21984,1,2024-02-29,VERB,14,,,
21986,1,2024-02-29,FUNN,19,,,
21993,1,2024-02-29,FEUZ,14,,,
21994,1,2024-02-29,DAX,14,,,
21996,01C,2024-02-29,HPF.,7,,,
21996,01C,2024-03-31,HPF.,7,,,
22000,1,2024-02-29,WK,11,,,
22002,1,2024-02-29,THMG,19,,,
22002,01C,2024-02-29,THM.,9,,,
22009,01C,2024-02-29,RIDH.,7,,,
22010,1,2024-02-29,KLNG,19,,,
22011,01C,2024-02-29,RXD.,7,,,
22014,01C,2024-02-29,RPD.,7,,,
22015,01C,2024-02-29,RUDH.,7,,,
22016,01C,2024-02-29,RPDH.,7,,,
22023,1,2024-02-29,QVAL,14,,,
22023,1,2024-03-31,QVAL,14,,,
22032,1,2024-02-29,TILCF,19,,,
22032,01C,2024-02-29,TIL.,9,,,
22035,1,2024-02-29,CRBP,14,,,
22036,1,2024-02-29,EVIO,19,,,
22037,1,2024-02-29,SIENQ,19,,,
22040,1,2024-02-29,UPLD,14,,,
22041,1,2024-02-29,BST,11,,,
22041,1,2024-03-31,BST,11,,,
22047,1,2024-02-29,GRBK,11,,,
22049,2,2024-02-29,DIIBF,19,,,
22049,02C,2024-02-29,DII.B,7,,,
22049,03C,2024-02-29,DII.A,7,,,
22051,01C,2024-02-29,FHH.,7,,,
22051,02C,2024-02-29,FHH.F,7,,,
22052,01C,2024-02-29,NXTG.,7,,,
22058,01C,2024-02-29,FHQ.,7,,,
22058,02C,2024-02-29,FHQ.F,7,,,
22060,01C,2024-02-29,SKYY.,7,,,
22061,01C,2024-02-29,FBT.,7,,,
22062,01C,2024-02-29,FHG.,7,,,
22062,02C,2024-02-29,FHG.F,7,,,
22063,01C,2024-02-29,CIBR.,7,,,
22064,02C,2024-02-29,FA.,9,,,
22065,01C,2024-02-29,FDN.,7,,,
22065,02C,2024-02-29,FDN.F,7,,,
22070,01C,2024-02-29,QCLN.,7,,,
22076,1,2024-02-29,ARKK,17,,,
22077,1,2024-02-29,ARKG,21,,,
22082,1,2024-02-29,JYNT,14,,,
22086,1,2024-02-29,IBOC,14,,,
22092,1,2024-02-29,GMOM,21,,,
22102,1,2024-02-29,FEMB,14,,,
22103,1,2024-02-29,FPXI,14,,,
22104,1,2024-02-29,LMBS,14,,,
22114,1,2024-02-29,NMRD,19,,,
22116,1,2024-02-29,SKYE,19,,,
22119,1,2024-02-29,AINC,12,,,
22120,1,2024-02-29,ESGI,19,,,
22133,1,2024-02-29,JPIN,17,,,
22134,1,2024-02-29,AXTA,11,,,
22138,1,2024-02-29,TANH,14,,,
22141,1,2024-02-29,PDBC,14,,,
22144,3,2024-02-29,MICRD,19,,,
22155,1,2024-02-29,FND,11,,,
22161,1,2024-02-29,WRLC,19,,,
22164,90,2024-02-29,MOMO,14,,,
22167,1,2024-02-29,CBON,17,,,
22167,1,2024-03-31,CBON,17,,,
22168,1,2024-02-29,UNIR,19,,,
22169,1,2024-02-29,HACK,17,,,
22176,1,2024-02-29,LEAI,19,,,
22180,1,2024-02-29,UFABQ,19,,,
22186,01C,2024-02-29,ZDI.,7,,,
22186,01C,2024-03-31,ZDI.,7,,,
22188,01C,2024-02-29,ZGQ.,7,,,
22190,01C,2024-02-29,ZUQ.,7,,,
22190,03C,2024-02-29,ZUQ.F,7,,,
22193,1,2024-02-29,SKOR,14,,,
22193,1,2024-03-31,SKOR,14,,,
22200,1,2024-02-29,EMQQ,17,,,
22207,1,2024-02-29,TBI,11,,,
22215,1,2024-02-29,HMTXF,19,,,
22215,01C,2024-02-29,HEM.,9,,,
22237,01C,2024-02-29,VXM.,7,,,
22237,02C,2024-02-29,VXM.B,7,,,
22238,01C,2024-02-29,ZXM.,7,,,
22238,02C,2024-02-29,ZXM.B,7,,,
22244,1,2024-02-29,QBIO,19,,,
22246,1,2024-02-29,ECGI,19,,,
22258,1,2024-02-29,BLCM,19,,,
22260,4,2024-02-29,HCA,11,,,
22260,4,2024-03-31,HCA,11,,,
22267,1,2024-02-29,CYFL,19,,,
22267,1,2024-03-31,CYFL,19,,,
22284,1,2024-02-29,SND,14,,,
22297,01C,2024-02-29,FSF.,7,,,
22307,1,2024-02-29,HIE,11,,,
22310,1,2024-02-29,JGH,11,,,
22310,1,2024-03-31,JGH,11,,,
22311,1,2024-02-29,ZONX,19,,,
22315,1,2024-02-29,NZAC,14,,,
22318,1,2024-02-29,RELI,14,,,
22320,1,2024-02-29,NUKK,14,,,
22338,1,2024-02-29,UTGN,19,,,
22347,1,2024-02-29,KBND,17,,,
22349,1,2024-02-29,GDET,19,,,
22350,1,2024-02-29,NRXCF,19,,,
22350,01C,2024-02-29,NU.,9,,,
22358,1,2024-02-29,BCTX,14,,,
22358,01C,2024-02-29,BCT.,7,,,
22361,1,2024-02-29,SPQS,19,,,
22362,1,2024-02-29,EFSH,12,,,
22371,1,2024-02-29,ELRE,19,,,
22373,1,2024-02-29,GNSS,14,,,
22375,1,2024-02-29,PFFOF,19,,,
22375,01C,2024-02-29,POR.,9,,,
22381,1,2024-02-29,CRBN,17,,,
22386,1,2024-02-29,XSOE,17,,,
22387,2,2024-02-29,TLRY,14,,,
22387,02C,2024-02-29,TLRY.,7,,,
22390,1,2024-02-29,DBEZ,17,,,
22399,1,2024-02-29,GAA,21,,,
22401,1,2024-02-29,BZYR,19,,,
22402,1,2024-02-29,RSTRF,19,,,
22402,01C,2024-02-29,QSP.UN,7,,,
22410,1,2024-02-29,INDV,14,,,
22425,1,2024-02-29,SIGO,19,,,
22439,1,2024-02-29,CURO,19,,,
22447,2,2024-02-29,PARR,11,,,
22448,1,2024-02-29,DTRL,19,,,
22449,1,2024-02-29,ACB,14,,,
22449,01C,2024-02-29,ACB.,7,,,
22459,1,2024-02-29,UE,11,,,
22459,1,2024-03-31,UE,11,,,
22460,1,2024-02-29,CRON,14,,,
22460,01C,2024-02-29,CRON.,7,,,
22482,1,2024-02-29,BBP,17,,,
22483,1,2024-02-29,BBC,17,,,
22488,1,2024-02-29,IVAL,14,,,
22488,1,2024-03-31,IVAL,14,,,
22496,1,2024-02-29,SPCO,19,,,
22522,90,2024-02-29,HACBY,19,,,
22543,1,2024-02-29,GTIM,14,,,
22549,1,2024-02-29,PRSI,19,,,
22555,1,2024-02-29,GRF,12,,,
22556,1,2024-02-29,VNTA,19,,,
22560,1,2024-02-29,KBSR,19,,,
22570,1,2024-02-29,AAU,12,,,
22570,01C,2024-02-29,AMM.,7,,,
22583,1,2024-02-29,GMS,11,,,
22584,01C,2024-02-29,HHL.,7,,,
22584,01C,2024-03-31,HHL.,7,,,
22584,03C,2024-02-29,HHL.B,7,,,
22584,03C,2024-03-31,HHL.B,7,,,
22590,1,2024-02-29,PIRS,14,,,
22603,1,2024-02-29,SUM,11,,,
22604,90,2024-02-29,ASND,14,,,
22627,1,2024-02-29,EQAL,17,,,
22637,1,2024-02-29,YECO,19,,,
22638,1,2024-02-29,ZI,14,,,
22639,1,2024-02-29,MVES,19,,,
22652,1,2024-02-29,WIBFF,19,,,
22653,1,2024-02-29,VSTO,11,,,
22672,1,2024-02-29,SHAK,11,,,
22674,1,2024-02-29,DEA,11,,,
22674,1,2024-03-31,DEA,11,,,
22676,2,2024-02-29,CHEK,14,,,
22683,1,2024-02-29,HMPQ,19,,,
22696,1,2024-02-29,SBIO,17,,,
22697,1,2024-02-29,TCON,14,,,
22703,1,2024-02-29,GP,14,,,
22703,01C,2024-02-29,GPV.,9,,,
22704,1,2024-02-29,AVGR,14,,,
22706,1,2024-02-29,PIAC,19,,,
22707,1,2024-02-29,RAFI,19,,,
22713,1,2024-02-29,HTGMQ,19,,,
22717,1,2024-02-29,SYBT,14,,,
22727,1,2024-02-29,PUBC,19,,,
22729,1,2024-02-29,WELX,19,,,
22741,1,2024-02-29,CC,11,,,
22761,1,2024-02-29,TIKK,19,,,
22783,1,2024-02-29,KEN,11,,,
22787,1,2024-02-29,TBPMQ,19,,,
22788,1,2024-02-29,HIPS,17,,,
22799,1,2024-02-29,JPEM,17,,,
22803,1,2024-02-29,CWBR,19,,,
22815,1,2024-02-29,TRMB,14,,,
22817,1,2024-02-29,VERU,14,,,
22848,1,2024-02-29,KDAGF,19,,,
22848,01C,2024-02-29,KDA.,9,,,
22853,1,2024-02-29,AJX,11,,,
22853,1,2024-03-31,AJX,11,,,
22857,1,2024-02-29,PRKI,19,,,
22861,1,2024-02-29,CKX,12,,,
22864,1,2024-02-29,MFH,14,,,
22867,1,2024-02-29,NVTAQ,19,,,
22872,1,2024-02-29,IQLT,17,,,
22873,1,2024-02-29,IMTM,17,,,
22879,1,2024-02-29,GRNQ,14,,,
